title,brand,description,price,categories,images,manufacturer,package_dimensions,country_of_origin,material,color,uniq_id
"Acchar Ergonomic Office Chair, Reclining Mesh Chair, Computer Desk Chair, Swivel Rolling Home Task Chair With Padded Armrests, Adjustable Lumbar Support And Headrest (White)",ACCHAR,No description available,99.0,Home & Kitchen,"['https://m.media-amazon.com/images/I/413qdlao4pL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51K-IPPufZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41MBZcFFv0L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51ZMqugSFrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51j9GeFKuEL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51A27dJvFJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/71asYHZOHyL.SS125_SS522_.jpg']",Fuyi Furniture,"25.5""D x 25.5""W x 41""H",China,Foam,White,6ef05895-5331-5622-9303-0021258ea3cd
"Odk Small Computer Desk, . Inch, Compact Tiny Study Desk With Storage And Monitor Stand For Home Office, Small Spaces, Black",ODK Store,No description available,79.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/41NmfAngKlL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/513Zl8ciOqL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/419lvRaLT2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51mi0-lncIL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41ST3fmXyPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51VoAOmkNyL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/91uaTOmWfjL.SS125_SS522_.jpg']",,"23.6""D x 27.5""W x 32""H",,Engineered Wood,Black,73032180-9768-5725-bc73-b9e6084cd4f8
"Front Door Mats By Zuline,Entry And Back Yard Door Mat,Indoor And Outdoor Safe,Slip Resistant Rubber Backing,Absorbent And Waterproof,Dirt Trapping Rugs For Entryway,. X (Brown-Diamond)",ZULINE,No description available,25.0,"Patio, Lawn & Garden","['https://m.media-amazon.com/images/I/51+qRIvl1FL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51duSl1amvL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61pQr2lB-WL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51wVjwHTw9L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Y+erloLBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51BPT9gp7PL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61f8P+iHJQL.SS125_SS522_.jpg']",ZULINE,"29.5""L x 17""W",,Rubber,Brown-diamond,f98b74ee-a08e-5b35-ad56-1be03ec21376
"Mygift Modern Over The Door Towel Rack In Shabby White Washed Solid Wood And Tier Matte Black Metal Bars, Space Saving Bathroom Storage Drying Towels Hanger",MyGift Store,No description available,34.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/515aoZQHoAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51-nob0lGkL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51jSxVGuOJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/614wycW4frL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41BvWvu1wgL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/312tvFjYlhL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31BCzRdbZsL._SS522_.jpg']",MyGift,"17.8""L x 7.7""W x 22.4""H",China,Metal,Whitewashed Wood & Black Metal,6f10619b-71b9-5e48-ba66-a9969b324b25
"Weenfon Storage Cabinet With Doors And Shelves, Floor Storage Cabinet With Drawer, Accent Cabinet For Living Room, Hallway, Kitchen, Gray",WEENFON Store,No description available,99.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/51F9Edov14L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Ty2Sd3iML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/419gs5FkI2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41hts11oSzL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51yKrlFlwAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Xc1EaXYrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51MV53M2mnL._SS522_.jpg']",WEENFON,"11.8""D x 29.5""W x 31.6""H",,Engineered Wood,Grey,b660867d-40c5-563a-b5a8-049edea35f1f
"Soowery End Tables With Charging Station, Set Of Side Tables With Usb Ports And Outlets, Nightstands With Storage Shelf For Living Room, Bedroom, Brown",SOOWERY Store,No description available,79.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/41x2Yzpw5aL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51iSzW4QCOL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41uUPceN8wL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41qJWOLlgtL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51xUM6glvmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51mi8D-q3XL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51SrEsc-JEL._SS522_.jpg']",,"11.8""D x 15.8""W x 21.8""H",,Iron,Brown,285883ae-96db-58ea-946d-806950a7537d
"Bednowitz Twin Box Spring， Inch Low Profile Metal Boxspring With Non-Slip Fabric Bed Cover, Sturdy Heavy Duty Steel Structure Bed Base, Noise-Free Mattress Foundation, Easy Assembly，Black",Bednowitz Store,No description available,99.49,Home & Kitchen,"['https://m.media-amazon.com/images/I/51rTEhx3EAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51GxU4sIgSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41yQvdbb+rL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51MvsFAEVAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51jN4UYYDuL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51aFJMn65BL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/B1mse3AAAML.SS125_SS522_.png']",,75 x 38 x 5 inches,China,,,e8709001-70a8-5b14-adc7-fd8fadf0ae78
Bokkolik Industrial Bar Stools (Set Of ) Counter Height Adjustable -. Vintage Kitchen Island Stool Farmhouse Office Guest Chair Swivel Wooden Seat,BOKKOLIK Store,Characterized by art work highquality wooden seat and dark metal pipe. easily matches various decoration style home farmhouse or bar it applies sturdy and thick steel as frame solid wood as seat top quite sturdy and comfortable. seat can be rotated degrees with footrest function to relaxing your feet provides a comfortable environment for guests. height adjustable from inch to inch to meet no matter counter height kitchen island height you can sit on it to enjoy meals or drink at bar besides it can provide extra seating for guests in holiday gathering party etc. specification material wood iron frame color brown matte black chair height .. seat dia . seat thickness . max capacity package list set bar stoolshardware baginstruction design degree swivel swivel solid wooden seat ring design footrest adjustable foot plug fullyweld easy to install and sturdy occasion homekitchendining roomliving roompatiosun roomcoffee houserestaurantofficemeeting room pub style industrial vintage rustic antique chic steampunk farmhouse,95.2,Home & Kitchen,"['https://m.media-amazon.com/images/I/41r1PM96rVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51BbVejdJRL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41vy3CXwjHL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41upmkeZJxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Xc9QM85SL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41--War1GvL._SS522_.jpg']",TOUPAI TRADE LTD,"13.5""D x 13.5""W x 28""H",,,,2662d66b-536d-5893-af62-d284a61e86ed
"Hoobro Over The Toilet Storage Cabinet, Mass-Storage Over Toilet Bathroom Organizer With Louver Door, X-Shaped Metal Frame, Space-Saving Toilet Rack, Easy Assembly, Rustic Brown",HOOBRO Store,No description available,86.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/41i8ryTI4hL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51yQYnUBSoL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41UUOVomX1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Xxsj0W5OL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51YYMYogYiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51c2SQ92QrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51d2Ls-yq1L._SS522_.jpg']",HOOBRO,"9.4""D x 23.6""W x 65.7""H",China,"Engineered Wood, Metal",Rustic Brown,72fa80c8-f396-5c31-9466-9fda1e540a84
"Hanover Swivel Counter Height Bar Stool, White And Gray",Alaterre Furniture Store,Add a stylish focal point to your dining area with this counter height bar stool. the sturdy rubberwood frame is complemented by faux leather upholstered seat and back with nail head trim detail. the seats are foam padded and chair backs are curved to encourage hours of comfortable seating. this bar stool features a steel memory returnswivel mechanism bringing your stool to its original position after removing static weight. these stools can be easily coordinated with the existing decor in your kitchen dining room breakfast nook or bar area,53.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/31039iD-MpL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51qW89vzjbL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31a3YMQQUiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31a3YMQQUiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/318G5mZ7iAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31u9bz+VdkL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31yoxF1t2gL._SS522_.jpg']",,"22""D x 20""W x 37""H",Vietnam,,White and Gray,372f9549-de5b-5857-b138-67c86537b1b8
"Vecelo Modern Industrial Style -Piece Dining Room Kitchen Table And Pu Cushion Chair Sets For Small Space, , Retro Brown",VECELO Store,Vecelodiningtable set modern industrial style piece dining table set chairs with metal legs for kitchen dinette breakfast nook whychoosingvecelodiningtable for ? costeffective reliable structure spacesaving table and chair set easy cleanup easy assembly friendlycustomerservice specifications colorbrown dimensiontableh chairwx h seating capacity material metalpumdf packageincludes x dining table x chairs x instruction x accessory bag tips pleasereadtheinstructioncarefullybeforeassembly ensureallpartsandscrewsarefirmlyattachedbeforeuse,53.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/41rj5r2UFSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51LKilxWp7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/512oQFUiXCL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51O0FRMBi5L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51r5JucSK7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41jaVerc-KL.SS125_SS522_.jpg']",,29 x 29 x 30 inches,China,,,950be137-d751-5d57-a37d-d6741f2c94a0
"Tenkovic Metal Coat Rack Stand With Quartz Base, Coat Rack Freestanding With Wooden Hooks, Easy To Assemble And Sturdy, Coat Rack Bionic Hall Tree For Home Entry-Way Hat Hanger Organizer (Gold)",Tenkovic,No description available,53.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/31N5mQxbhBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/415RmmUrLVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51env5dzeZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41v40OimUPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41imN9CIuVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41bvwcxhF3L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Q+JqkT30L._SS522_.jpg']",Tenkovic,"13.39""D x 13.39""W x 70""H",,"Metal, Wood",tree gold,1082a97d-f659-596a-98ab-1c8cb1ac0c24
"Fanye Oversized Seaters Modular Storage Sectional Sofa Couch For Home Apartment Office Living Room,Free Combination L/U Shaped Corduroy Upholstered Deep Seat Furniture Convertible Sleeper Sofabed",FANYE,Product type modular sofa overall dimensions inches width. depth. height. detail dimension seat depth inches . seat height floor to seat inches. leg height inches. specifications cover material corduroy velvet filling independent spring pack frame type solid wood plywood leg type plastic weight capacity lbs per seat assembly required about minutes product warranty year available in colors dark gray navy blue four models available seats package number package a . . . in. . lbs.. a package b . . . in. . lbs. b package c . . . in. lbs.. c notes manual measurement has been used there may be some reasonable error all the pictures are taken by actual samples slight chromatic aberration may occur due to lighting or display,53.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/41MTr4ynO3L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41R0SjyaI+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41z6XlThH+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41mL8o-9ysL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31xVDA2yCML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/218LL699AXL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/81knqzv9MEL.SS125_SS522_.jpg']",FANYE,"56.7""D x 112.6""W x 37""H",,Wood,Navy Blue,37323128-75a9-578b-9378-79653bfd5b52
"Homsho -Tier Storage Bench,Shoe Bench With Padded Seat Cushion, Entryway Bench With Barn Doors,Adjustable Shelf, ."" L X ."" W X ."" H, For Entryway, Living Room, Bedroom,White",HOMSHO,No description available,79.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/41Sq7pT7XML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/514sfpURbnL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/315OEqVy0vL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41E+TD9fbKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51wQnhh5xpL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Xc4SxDXxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61GgTmZJhtL._SS522_.jpg']",HOMSHO,"13.7""D x 27.5""W x 17.7""H",China,,White,6497a267-8b47-5f13-bf20-34ef1511185b
"Realhotan Inch Twin Bed Frame Pounds Heavy Duty Non-Slip Metal Slats Platform Mattress Foundation, No Box Spring Needed,Easy Assembly,Noise-Free,Black",Realhotan,No description available,56.89,Home & Kitchen,"['https://m.media-amazon.com/images/I/51+pTJO13KL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51t73afsXwL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51b-wlL5FiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51bjmeUYljL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51kYm3FMnPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51O7xuTzU3L._SS522_.jpg']",Realhotan,"74.5""L x 37.5""W x 18""H",China,,Black,19cd42db-c797-5003-8f8e-239d885094d1
"Kwikset Pfister Bath Hardware, "", Polished Chrome",Pfister Store,If sleek and sophisticated are what you are looking for the pfister contempra family is the perfect solution. this collection of bath fixtures incorporates clean contemporary lines for a modern presence. items of this collection include single handle bathroom faucets inch widespread bath sink faucets vessel faucets tub and shower faucets complete with shower diverter roman tub trims and bathtub faucets and bath tub spouts as well as a matching bathroom accessories and bath hardware. the assortment of bath accessories includes towel bars towel rings robe hooks and towel hooks and tissue holders. all are available in polished chrome brushed nickel and brushed gold and matte black. the faucets in this collection are deck mounted but if you are looking for wall mount bathroom faucet options the pfister kenzo collection contains an assortment of bathroom sink faucets and bathroom tub faucets in closed spout and waterfall faucet configurations. these wall mount tub faucets create a contemporary presence in any space with their angular forms. and if you are looking for a tub faucet with hand shower you will find this in the expansive kenzo collection. for a unified look throughout your home try pairing the contempra bath collection with pfisters stellen pulldown kitchen faucets that also have a modern sleek profile,53.99,Tools & Home Improvement,"['https://m.media-amazon.com/images/I/31A+awsgcPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31TCyj6Mw4L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/510jaEecaQL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41XG+3OFb1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Mamj9rPfL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31S5lR0E4UL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/71OipnmFRKL.SS125_SS522_.jpg']",Kwikset,"22.9""L x 8.4""W x 2""H",China,Zinc,Polished Chrome,02f63b41-dc12-583b-9575-0526ada8642f
"Mahancris End Table Set Of , Side Table With -Tier Storage Shelf, Slim Nightstands, Small Bedside Table, Sofa Table For Small Space, Sturdy And Stable, Living Room, Bed Room, Rustic Brown",MAHANCRIS Store,No description available,39.99,Home & Kitchen,"['https://m.media-amazon.com/images/I/41wsItqcjUL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41bpb3UkX5L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41l7SM08TUL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41+0VpPZRLL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41mr9+l10DL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41FdTT5hu1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41VUgWXF7NL._SS522_.jpg']",,"11.8""D x 14.9""W x 23.6""H",,Engineered Wood,Rustic Brown + Black,375ecb7f-d889-5bcb-9a53-d279b8e7e2c8
"Moen Idora Single Post Bathroom Hand -Towel Ring, Chrome",Moen Store,Effortlessly elegant the idora collection offers a beautiful balance of curves and facets that add delicate detail to any bath. this collection is designed to complement any style while delivering an exceptional experience every time,53.99,Tools & Home Improvement,"['https://m.media-amazon.com/images/I/41LVA3TodyL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Xfs5I6EYL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41bQzEppW6L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31wye-H1tGL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41hO8Ls1KtL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51gWzwhHQ-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51qDffFyT8L.SS125_SS522_.jpg']",Moen Incorporated,"6.5""L x 2.8""W x 5""H",Thailand,Zinc,Chrome,6149e9a6-4206-5254-bc7a-d9d448239f4c
